id,"text,image",sentiment
1097,"positive,positive",positive
1098,"positive,neutral",positive
1099,"neutral,positive",positive
1100,"positive,positive",positive
1101,"positive,positive",positive
1102,"neutral,negative",negative
1103,"neutral,positive",positive
1104,"neutral,neutral",neutral
1105,"positive,positive",positive
1106,"positive,neutral",positive
1107,"neutral,positive",positive
1108,"positive,positive",positive
1109,"positive,positive",positive
1110,"neutral,positive",positive
1111,"positive,positive",positive
1112,"positive,positive",positive
1113,"neutral,positive",positive
1114,"positive,positive",positive
1115,"neutral,negative",negative
1116,"positive,positive",positive
1117,"negative,neutral",negative
1118,"positive,positive",positive
1119,"positive,positive",positive
1120,"positive,positive",positive
1121,"positive,positive",positive
1122,"neutral,negative",negative
1123,"neutral,negative",negative
1124,"negative,negative",negative
1125,"neutral,neutral",neutral
1126,"positive,positive",positive
1127,"positive,positive",positive
1128,"positive,positive",positive
1129,"negative,negative",negative
1130,"neutral,positive",positive
1131,"neutral,positive",positive
1132,"positive,neutral",positive
1133,"positive,positive",positive
1134,"neutral,positive",positive
1135,"positive,positive",positive
1136,"positive,positive",positive
1137,"positive,neutral",positive
1138,"negative,neutral",negative
1139,"neutral,negative",negative
1140,"neutral,positive",positive
1141,"positive,positive",positive
1142,"neutral,negative",negative
1143,"positive,positive",positive
1144,"neutral,neutral",neutral
1145,"positive,positive",positive
1146,"neutral,positive",positive
1147,"negative,negative",negative
1148,"neutral,positive",positive
1149,"positive,positive",positive
1150,"neutral,positive",positive
1151,"neutral,positive",positive
1152,"positive,positive",positive
1153,"neutral,neutral",neutral
1154,"positive,positive",positive
1155,"neutral,positive",positive
1156,"negative,negative",negative
1157,"neutral,negative",negative
1158,"negative,negative",negative
1159,"negative,neutral",negative
1160,"neutral,positive",positive
1161,"positive,neutral",positive
1162,"neutral,neutral",neutral
1163,"neutral,positive",positive
1164,"positive,positive",positive
1165,"neutral,neutral",neutral
1166,"neutral,positive",positive
1167,"neutral,positive",positive
1168,"positive,neutral",positive
1169,"negative,positive",negative
1170,"neutral,positive",positive
1171,"neutral,positive",positive
1172,"neutral,positive",positive
1173,"neutral,positive",positive
1174,"neutral,negative",negative
1175,"neutral,positive",positive
1176,"neutral,positive",positive
1177,"neutral,positive",positive
1178,"neutral,positive",positive
1179,"neutral,neutral",neutral
1180,"neutral,neutral",neutral
1181,"positive,positive",positive
1182,"neutral,positive",positive
1183,"positive,negative",positive
1184,"neutral,positive",positive
1185,"positive,positive",positive
1186,"neutral,positive",positive
1187,"neutral,positive",positive
1188,"neutral,neutral",neutral
1189,"neutral,positive",positive
1190,"neutral,positive",positive
1191,"positive,positive",positive
1192,"neutral,positive",positive
1193,"neutral,neutral",neutral
1194,"neutral,positive",positive
1195,"negative,positive",negative
1196,"neutral,neutral",neutral
1197,"neutral,positive",positive
1198,"positive,positive",positive
1199,"negative,positive",negative
1200,"neutral,positive",positive
1201,"neutral,positive",positive
1202,"neutral,negative",negative
1203,"neutral,positive",positive
1204,"negative,neutral",negative
1205,"neutral,positive",positive
1206,"neutral,positive",positive
1207,"positive,positive",positive
1208,"positive,neutral",positive
1209,"neutral,positive",positive
1210,"positive,positive",positive
1211,"positive,positive",positive
1212,"neutral,positive",positive
1213,"negative,positive",negative
1214,"positive,positive",positive
1215,"positive,positive",positive
1216,"positive,positive",positive
1217,"positive,positive",positive
1218,"negative,negative",negative
1219,"positive,neutral",positive
1220,"neutral,neutral",neutral
1221,"positive,positive",positive
1222,"positive,positive",positive
1223,"positive,positive",positive
1224,"neutral,positive",positive
1225,"positive,positive",positive
1226,"negative,positive",negative
1227,"neutral,positive",positive
1228,"neutral,negative",negative
1229,"negative,positive",negative
1230,"neutral,positive",positive
1231,"neutral,positive",positive
1232,"neutral,positive",positive
1233,"positive,positive",positive
1234,"positive,neutral",positive
1235,"positive,positive",positive
1236,"positive,positive",positive
1237,"positive,positive",positive
1238,"neutral,neutral",neutral
1239,"positive,positive",positive
1240,"neutral,positive",positive
1241,"neutral,positive",positive
1242,"neutral,neutral",neutral
1243,"positive,neutral",positive
1244,"neutral,positive",positive
1245,"positive,positive",positive
1246,"negative,negative",negative
1247,"negative,negative",negative
1248,"negative,positive",negative
1249,"positive,positive",positive
1250,"negative,negative",negative
1251,"neutral,neutral",neutral
1252,"negative,negative",negative
1253,"positive,positive",positive
1254,"neutral,negative",negative
1255,"neutral,positive",positive
1256,"positive,positive",positive
1257,"neutral,negative",negative
1258,"neutral,positive",positive
1259,"positive,neutral",positive
1260,"neutral,positive",positive
1261,"neutral,neutral",neutral
1262,"positive,positive",positive
1263,"neutral,negative",negative
1264,"neutral,negative",negative
1265,"negative,negative",negative
1266,"negative,negative",negative
1267,"neutral,positive",positive
1268,"neutral,negative",negative
1269,"negative,negative",negative
1270,"neutral,positive",positive
1271,"positive,neutral",positive
1272,"positive,positive",positive
1273,"positive,positive",positive
1274,"positive,positive",positive
1275,"neutral,positive",positive
1276,"neutral,positive",positive
1277,"neutral,positive",positive
1278,"neutral,neutral",neutral
1279,"neutral,neutral",neutral
1280,"positive,positive",positive
1281,"neutral,negative",negative
1282,"neutral,neutral",neutral
1283,"neutral,positive",positive
1284,"neutral,neutral",neutral
1285,"neutral,positive",positive
1286,"neutral,negative",negative
1287,"neutral,positive",positive
1288,"negative,negative",negative
1289,"neutral,positive",positive
1290,"positive,neutral",positive
1291,"neutral,positive",positive
1292,"neutral,positive",positive
1293,"negative,negative",negative
1294,"neutral,negative",negative
1295,"positive,positive",positive
1296,"neutral,negative",negative
1297,"neutral,positive",positive
1298,"positive,positive",positive
1299,"positive,positive",positive
1300,"neutral,positive",positive
1301,"positive,positive",positive
1302,"positive,negative",positive
1303,"positive,positive",positive
1304,"positive,positive",positive
1305,"neutral,negative",negative
1306,"neutral,neutral",neutral
1307,"negative,negative",negative
1308,"neutral,neutral",neutral
1309,"negative,negative",negative
1310,"neutral,neutral",neutral
1311,"neutral,positive",positive
1312,"neutral,positive",positive
1313,"positive,positive",positive
1314,"positive,neutral",positive
1315,"positive,positive",positive
1316,"negative,positive",negative
1317,"neutral,positive",positive
1318,"neutral,positive",positive
1319,"negative,negative",negative
1320,"neutral,positive",positive
1321,"negative,positive",negative
1322,"positive,neutral",positive
1323,"negative,positive",negative
1324,"positive,positive",positive
1325,"positive,positive",positive
1326,"neutral,positive",positive
1327,"neutral,negative",negative
1328,"positive,positive",positive
1329,"positive,positive",positive
1330,"positive,positive",positive
1331,"negative,negative",negative
1332,"negative,negative",negative
1333,"negative,neutral",negative
1334,"positive,positive",positive
1335,"positive,positive",positive
1336,"negative,negative",negative
1337,"positive,positive",positive
1338,"negative,positive",negative
1339,"negative,positive",negative
1340,"negative,negative",negative
1341,"positive,positive",positive
1342,"negative,positive",negative
1343,"neutral,positive",positive
1344,"negative,negative",negative
1345,"negative,positive",negative
1346,"positive,positive",positive
1347,"negative,negative",negative
1348,"positive,positive",positive
1349,"positive,neutral",positive
1350,"positive,positive",positive
1351,"positive,positive",positive
1352,"positive,positive",positive
1353,"positive,positive",positive
1354,"negative,positive",negative
1355,"positive,positive",positive
1356,"negative,negative",negative
1357,"positive,positive",positive
1358,"positive,positive",positive
1359,"negative,negative",negative
1360,"negative,positive",negative
1361,"positive,positive",positive
1362,"negative,negative",negative
1363,"negative,negative",negative
1364,"negative,positive",negative
1365,"negative,negative",negative
1366,"neutral,positive",positive
1367,"neutral,negative",negative
1368,"neutral,positive",positive
1369,"positive,positive",positive
1370,"positive,positive",positive
1371,"positive,positive",positive
1372,"negative,negative",negative
1373,"negative,negative",negative
1374,"neutral,positive",positive
1375,"neutral,negative",negative
1376,"positive,positive",positive
1377,"neutral,positive",positive
1378,"negative,negative",negative
1379,"negative,negative",negative
1380,"negative,negative",negative
1381,"negative,negative",negative
1382,"neutral,positive",positive
1383,"negative,negative",negative
1384,"positive,positive",positive
1385,"positive,positive",positive
1386,"neutral,negative",negative
1387,"positive,positive",positive
1388,"positive,neutral",positive
1389,"negative,negative",negative
1390,"neutral,neutral",neutral
1391,"neutral,positive",positive
1392,"neutral,positive",positive
1393,"neutral,negative",negative
1394,"neutral,neutral",neutral
1395,"positive,positive",positive
1396,"negative,negative",negative
1397,"neutral,neutral",neutral
1398,"positive,positive",positive
1399,"negative,negative",negative
1400,"neutral,neutral",neutral
1401,"positive,positive",positive
1402,"neutral,negative",negative
1403,"negative,negative",negative
1404,"negative,negative",negative
1405,"positive,positive",positive
1406,"positive,positive",positive
1407,"positive,positive",positive
1408,"positive,positive",positive
1409,"negative,positive",negative
1410,"neutral,negative",negative
1411,"positive,positive",positive
1412,"positive,positive",positive
1413,"neutral,negative",negative
1414,"positive,positive",positive
1415,"positive,neutral",positive
1416,"positive,positive",positive
1417,"negative,negative",negative
1418,"negative,neutral",negative
1419,"neutral,neutral",neutral
1420,"positive,positive",positive
1421,"positive,positive",positive
1422,"positive,positive",positive
1423,"positive,positive",positive
1424,"positive,positive",positive
1425,"positive,positive",positive
1426,"positive,positive",positive
1427,"positive,positive",positive
1428,"positive,positive",positive
1429,"positive,positive",positive
1430,"positive,positive",positive
1431,"positive,positive",positive
1432,"neutral,positive",positive
1433,"positive,positive",positive
1434,"neutral,positive",positive
1435,"neutral,neutral",neutral
1436,"neutral,negative",negative
1437,"positive,positive",positive
1438,"positive,positive",positive
1439,"positive,neutral",positive
1440,"neutral,positive",positive
1441,"neutral,neutral",neutral
1442,"positive,positive",positive
1443,"negative,negative",negative
1444,"negative,negative",negative
1445,"neutral,negative",negative
1446,"positive,neutral",positive
1447,"positive,positive",positive
1448,"positive,positive",positive
1449,"positive,positive",positive
1450,"positive,negative",positive
1451,"negative,negative",negative
1452,"negative,positive",negative
1453,"neutral,positive",positive
1454,"positive,positive",positive
1455,"negative,negative",negative
1456,"neutral,positive",positive
1457,"neutral,neutral",neutral
1458,"positive,positive",positive
1459,"positive,positive",positive
1460,"negative,negative",negative
1461,"positive,positive",positive
1462,"positive,positive",positive
1463,"positive,neutral",positive
1464,"positive,positive",positive
1465,"positive,positive",positive
1466,"positive,positive",positive
1467,"neutral,positive",positive
1468,"positive,positive",positive
1469,"positive,positive",positive
1470,"positive,positive",positive
1471,"neutral,neutral",neutral
1472,"positive,positive",positive
1473,"positive,positive",positive
1474,"neutral,positive",positive
1475,"positive,positive",positive
1476,"neutral,positive",positive
1477,"neutral,positive",positive
1478,"positive,negative",positive
1479,"positive,positive",positive
1480,"neutral,negative",negative
1481,"positive,neutral",positive
1482,"positive,negative",positive
1483,"positive,neutral",positive
1484,"neutral,positive",positive
1485,"negative,negative",negative
1486,"neutral,negative",negative
1487,"positive,positive",positive
1488,"negative,negative",negative
1489,"positive,positive",positive
1490,"negative,negative",negative
1491,"positive,positive",positive
1492,"neutral,negative",negative
1493,"neutral,positive",positive
1494,"negative,positive",negative
1495,"positive,positive",positive
1496,"neutral,positive",positive
1497,"neutral,positive",positive
1498,"neutral,negative",negative
1499,"positive,positive",positive
1500,"positive,positive",positive
1501,"positive,positive",positive
1502,"negative,negative",negative
1503,"neutral,positive",positive
1504,"positive,positive",positive
1505,"positive,positive",positive
1506,"neutral,positive",positive
1507,"negative,negative",negative
1508,"negative,negative",negative
1509,"neutral,neutral",neutral
1510,"neutral,negative",negative
1511,"neutral,neutral",neutral
1512,"negative,negative",negative
1513,"negative,negative",negative
1514,"negative,negative",negative
1515,"neutral,negative",negative
1516,"neutral,negative",negative
1517,"negative,negative",negative
1518,"positive,positive",positive
1519,"positive,positive",positive
1520,"neutral,negative",negative
1521,"positive,positive",positive
1522,"positive,positive",positive
1523,"neutral,positive",positive
1524,"neutral,positive",positive
1525,"neutral,positive",positive
1526,"neutral,negative",negative
1527,"neutral,negative",negative
1528,"negative,negative",negative
1529,"negative,positive",negative
1530,"neutral,negative",negative
1531,"positive,positive",positive
1532,"neutral,negative",negative
1533,"neutral,negative",negative
1534,"negative,negative",negative
1535,"neutral,positive",positive
1536,"neutral,positive",positive
1537,"negative,negative",negative
1538,"negative,negative",negative
1539,"positive,positive",positive
1540,"negative,negative",negative
1541,"neutral,positive",positive
1542,"neutral,positive",positive
1543,"neutral,negative",negative
1544,"neutral,negative",negative
1545,"positive,negative",positive
1546,"neutral,negative",negative
1547,"negative,negative",negative
1548,"negative,negative",negative
1549,"neutral,neutral",neutral
1550,"neutral,positive",positive
1551,"neutral,neutral",neutral
1552,"positive,positive",positive
1553,"positive,positive",positive
1554,"positive,positive",positive
1555,"positive,positive",positive
1556,"positive,positive",positive
1557,"positive,positive",positive
1558,"positive,positive",positive
1559,"positive,positive",positive
1560,"positive,positive",positive
1561,"neutral,negative",negative
1562,"positive,positive",positive
1563,"positive,positive",positive
1564,"negative,negative",negative
1565,"negative,negative",negative
1566,"negative,negative",negative
1567,"positive,positive",positive
1568,"positive,neutral",positive
1569,"positive,positive",positive
1570,"neutral,positive",positive
1571,"neutral,negative",negative
1572,"negative,negative",negative
1573,"neutral,negative",negative
1574,"neutral,neutral",neutral
1575,"negative,negative",negative
1576,"negative,negative",negative
1577,"negative,negative",negative
1578,"positive,neutral",positive
1579,"neutral,neutral",neutral
1580,"positive,positive",positive
1581,"neutral,neutral",neutral
1582,"neutral,positive",positive
1583,"neutral,negative",negative
1584,"positive,positive",positive
1585,"positive,positive",positive
1586,"positive,neutral",positive
1587,"positive,positive",positive
1588,"positive,neutral",positive
1589,"negative,negative",negative
1590,"neutral,negative",negative
1591,"positive,positive",positive
1592,"neutral,negative",negative
1593,"negative,negative",negative
1594,"positive,neutral",positive
1595,"positive,positive",positive
1596,"positive,positive",positive
1597,"neutral,positive",positive
1598,"neutral,positive",positive
1599,"neutral,neutral",neutral
1600,"negative,positive",negative
1601,"positive,positive",positive
1602,"negative,negative",negative
1603,"neutral,neutral",neutral
1604,"negative,positive",negative
1605,"positive,positive",positive
1606,"positive,positive",positive
1607,"neutral,negative",negative
1608,"neutral,positive",positive
1609,"neutral,positive",positive
1610,"positive,positive",positive
1611,"positive,positive",positive
1612,"positive,neutral",positive
1613,"positive,positive",positive
1614,"positive,neutral",positive
1615,"positive,positive",positive
1616,"positive,positive",positive
1617,"positive,positive",positive
1618,"positive,positive",positive
1619,"negative,positive",negative
1620,"positive,neutral",positive
1621,"positive,neutral",positive
1622,"neutral,neutral",neutral
1623,"neutral,positive",positive
1624,"positive,positive",positive
1625,"positive,positive",positive
1626,"positive,positive",positive
1627,"negative,negative",negative
1628,"positive,positive",positive
1629,"positive,positive",positive
1630,"positive,positive",positive
1631,"positive,positive",positive
1632,"positive,positive",positive
1633,"positive,positive",positive
1634,"positive,positive",positive
1635,"neutral,negative",negative
1636,"positive,positive",positive
1637,"positive,positive",positive
1638,"neutral,positive",positive
1639,"positive,positive",positive
1640,"positive,positive",positive
1641,"positive,positive",positive
1642,"positive,positive",positive
1643,"positive,positive",positive
1644,"positive,positive",positive
1645,"positive,positive",positive
1646,"positive,positive",positive
1647,"positive,positive",positive
1648,"positive,positive",positive
1649,"neutral,neutral",neutral
1650,"positive,positive",positive
1651,"positive,positive",positive
1652,"positive,positive",positive
1653,"positive,positive",positive
1654,"positive,positive",positive
1655,"positive,negative",positive
1656,"positive,negative",positive
1657,"negative,positive",negative
1658,"positive,neutral",positive
1659,"negative,positive",negative
1660,"neutral,negative",negative
1661,"neutral,neutral",neutral
1662,"neutral,neutral",neutral
1663,"negative,neutral",negative
1664,"negative,positive",negative
1665,"neutral,positive",positive
1666,"positive,positive",positive
1667,"neutral,negative",negative
1668,"neutral,positive",positive
1669,"positive,positive",positive
1670,"negative,neutral",negative
1671,"negative,positive",negative
1672,"negative,positive",negative
1673,"neutral,positive",positive
1674,"neutral,neutral",neutral
1675,"positive,neutral",positive
1676,"negative,negative",negative
1677,"positive,neutral",positive
1678,"negative,positive",negative
1679,"positive,positive",positive
1680,"negative,positive",negative
1681,"negative,negative",negative
1682,"positive,positive",positive
1683,"positive,positive",positive
1684,"negative,positive",negative
1685,"positive,positive",positive
1686,"positive,positive",positive
1687,"neutral,positive",positive
1688,"neutral,positive",positive
1689,"negative,negative",negative
1690,"neutral,positive",positive
1691,"neutral,neutral",neutral
1692,"neutral,neutral",neutral
1693,"negative,negative",negative
1694,"negative,negative",negative
1695,"negative,negative",negative
1696,"positive,positive",positive
1697,"negative,negative",negative
1698,"negative,negative",negative
1699,"neutral,neutral",neutral
1700,"neutral,positive",positive
1701,"positive,positive",positive
1702,"positive,positive",positive
1703,"negative,negative",negative
1704,"positive,positive",positive
1705,"negative,negative",negative
1706,"positive,positive",positive
1707,"neutral,negative",negative
1708,"negative,positive",negative
1709,"neutral,positive",positive
1710,"neutral,negative",negative
1711,"neutral,positive",positive
1712,"negative,negative",negative
1713,"negative,negative",negative
1714,"neutral,neutral",neutral
1715,"positive,positive",positive
1716,"positive,positive",positive
1717,"positive,positive",positive
1718,"positive,positive",positive
1719,"neutral,positive",positive
1720,"neutral,positive",positive
1721,"positive,positive",positive
1722,"neutral,neutral",neutral
1723,"neutral,positive",positive
1724,"neutral,positive",positive
1725,"positive,positive",positive
1726,"neutral,positive",positive
1727,"neutral,positive",positive
1728,"neutral,positive",positive
1729,"neutral,positive",positive
1730,"negative,negative",negative
1731,"positive,positive",positive
1732,"positive,positive",positive
1733,"negative,positive",negative
1734,"negative,negative",negative
1735,"negative,negative",negative
1736,"positive,positive",positive
1737,"neutral,positive",positive
1738,"negative,negative",negative
1739,"neutral,negative",negative
1740,"neutral,negative",negative
1741,"neutral,negative",negative
1742,"neutral,positive",positive
1743,"neutral,positive",positive
1744,"neutral,positive",positive
1745,"neutral,positive",positive
1746,"neutral,positive",positive
1747,"neutral,positive",positive
1748,"positive,positive",positive
1749,"positive,positive",positive
1750,"positive,positive",positive
1751,"negative,positive",negative
1752,"positive,positive",positive
1753,"neutral,positive",positive
1754,"negative,neutral",negative
1755,"negative,negative",negative
1756,"negative,positive",negative
1757,"neutral,positive",positive
1758,"positive,positive",positive
1759,"neutral,positive",positive
1760,"neutral,positive",positive
1761,"negative,negative",negative
1762,"positive,negative",positive
1763,"positive,positive",positive
1764,"positive,positive",positive
1765,"neutral,positive",positive
1766,"positive,positive",positive
1767,"neutral,positive",positive
1768,"neutral,negative",negative
1769,"negative,negative",negative
1770,"neutral,negative",negative
1771,"negative,positive",negative
1772,"negative,positive",negative
1773,"neutral,positive",positive
1774,"negative,neutral",negative
1775,"neutral,negative",negative
1776,"negative,negative",negative
1777,"negative,negative",negative
1778,"positive,negative",positive
1779,"negative,negative",negative
1780,"negative,negative",negative
1781,"neutral,neutral",neutral
1782,"positive,negative",positive
1783,"negative,negative",negative
1784,"negative,negative",negative
1785,"negative,negative",negative
1786,"positive,positive",positive
1787,"positive,positive",positive
1788,"positive,positive",positive
1789,"neutral,positive",positive
1790,"positive,positive",positive
1791,"neutral,negative",negative
1792,"positive,positive",positive
1793,"positive,positive",positive
1794,"positive,positive",positive
1795,"positive,positive",positive
1796,"positive,positive",positive
1797,"positive,positive",positive
1798,"positive,positive",positive
1799,"positive,positive",positive
1800,"neutral,neutral",neutral
1801,"positive,positive",positive
1802,"positive,positive",positive
1803,"positive,positive",positive
1804,"neutral,positive",positive
1805,"negative,positive",negative
1806,"positive,positive",positive
1807,"positive,negative",positive
1808,"neutral,neutral",neutral
1809,"neutral,negative",negative
1810,"neutral,positive",positive
1811,"negative,negative",negative
1812,"negative,negative",negative
1813,"neutral,positive",positive
1814,"negative,positive",negative
1815,"neutral,positive",positive
1816,"negative,positive",negative
1817,"positive,positive",positive
1818,"negative,negative",negative
1819,"negative,negative",negative
1820,"negative,positive",negative
1821,"positive,positive",positive
1822,"negative,negative",negative
1823,"neutral,negative",negative
1824,"positive,positive",positive
1825,"neutral,positive",positive
1826,"positive,positive",positive
1827,"positive,positive",positive
1828,"neutral,positive",positive
1829,"neutral,negative",negative
1830,"neutral,positive",positive
1831,"neutral,positive",positive
1832,"negative,negative",negative
1833,"neutral,positive",positive
1834,"positive,negative",positive
1835,"neutral,negative",negative
1836,"neutral,positive",positive
1837,"neutral,neutral",neutral
1838,"neutral,negative",negative
1839,"negative,negative",negative
1840,"negative,negative",negative
1841,"negative,negative",negative
1842,"neutral,positive",positive
1843,"positive,positive",positive
1844,"neutral,positive",positive
1845,"positive,positive",positive
1846,"neutral,neutral",neutral
1847,"positive,positive",positive
1848,"positive,positive",positive
1849,"neutral,positive",positive
1850,"neutral,neutral",neutral
1851,"negative,negative",negative
1852,"neutral,positive",positive
1853,"neutral,neutral",neutral
1854,"neutral,negative",negative
1855,"negative,negative",negative
1856,"negative,negative",negative
1857,"neutral,negative",negative
1858,"positive,neutral",positive
1859,"positive,positive",positive
1860,"positive,positive",positive
1861,"positive,positive",positive
1862,"neutral,neutral",neutral
1863,"positive,positive",positive
1864,"positive,positive",positive
1865,"negative,negative",negative
1866,"neutral,neutral",neutral
1867,"positive,positive",positive
1868,"positive,positive",positive
1869,"neutral,positive",positive
1870,"neutral,neutral",neutral
1871,"neutral,neutral",neutral
1872,"neutral,neutral",neutral
1873,"neutral,negative",negative
1874,"negative,positive",negative
1875,"negative,negative",negative
1876,"neutral,neutral",neutral
1877,"positive,positive",positive
1878,"negative,negative",negative
1879,"positive,positive",positive
1880,"neutral,positive",positive
1881,"neutral,negative",negative
1882,"positive,positive",positive
1883,"negative,negative",negative
1884,"neutral,neutral",neutral
1885,"negative,negative",negative
1886,"negative,negative",negative
1887,"negative,positive",negative
1888,"positive,positive",positive
1889,"positive,positive",positive
1890,"negative,positive",negative
1891,"negative,negative",negative
1892,"neutral,negative",negative
1893,"negative,negative",negative
1894,"negative,negative",negative
1895,"negative,negative",negative
1896,"positive,negative",positive
1897,"neutral,positive",positive
1898,"positive,positive",positive
1899,"positive,positive",positive
1900,"neutral,positive",positive
1901,"positive,positive",positive
1902,"negative,negative",negative
1903,"negative,positive",negative
1904,"neutral,neutral",neutral
1905,"neutral,neutral",neutral
1906,"neutral,negative",negative
1907,"positive,positive",positive
1908,"negative,negative",negative
1909,"neutral,neutral",neutral
1910,"neutral,negative",negative
1911,"neutral,neutral",neutral
1912,"neutral,neutral",neutral
1913,"neutral,negative",negative
1914,"neutral,negative",negative
1915,"positive,positive",positive
1916,"negative,neutral",negative
1917,"positive,positive",positive
1918,"positive,positive",positive
1919,"negative,negative",negative
1920,"neutral,positive",positive
1921,"positive,positive",positive
1922,"positive,positive",positive
1923,"positive,positive",positive
1924,"negative,negative",negative
1925,"positive,positive",positive
1926,"negative,negative",negative
1927,"negative,negative",negative
1928,"negative,negative",negative
1929,"negative,neutral",negative
1930,"neutral,positive",positive
1931,"positive,positive",positive
1932,"neutral,negative",negative
1933,"positive,positive",positive
1934,"positive,positive",positive
1935,"neutral,positive",positive
1936,"positive,neutral",positive
1937,"neutral,negative",negative
1938,"positive,positive",positive
1939,"neutral,positive",positive
1940,"negative,negative",negative
1941,"negative,positive",negative
1942,"negative,positive",negative
1943,"negative,negative",negative
1944,"positive,positive",positive
1945,"negative,negative",negative
1946,"neutral,negative",negative
1947,"negative,negative",negative
1948,"negative,negative",negative
1949,"neutral,positive",positive
1950,"negative,negative",negative
1951,"negative,negative",negative
1952,"negative,negative",negative
1953,"positive,neutral",positive
1954,"neutral,positive",positive
1955,"negative,negative",negative
1956,"positive,positive",positive
1957,"neutral,negative",negative
1958,"negative,negative",negative
1959,"neutral,negative",negative
1960,"positive,positive",positive
1961,"negative,negative",negative
1962,"positive,positive",positive
1963,"negative,positive",negative
1964,"neutral,neutral",neutral
1965,"positive,positive",positive
1966,"positive,positive",positive
1967,"negative,negative",negative
1968,"positive,positive",positive
1969,"neutral,neutral",neutral
1970,"positive,positive",positive
1971,"neutral,positive",positive
1972,"negative,negative",negative
1973,"neutral,positive",positive
1974,"neutral,negative",negative
1975,"neutral,positive",positive
1976,"positive,positive",positive
1977,"negative,negative",negative
1978,"neutral,negative",negative
1979,"positive,positive",positive
1980,"positive,positive",positive
1981,"positive,positive",positive
1982,"positive,neutral",positive
1983,"positive,positive",positive
1984,"positive,positive",positive
1985,"positive,positive",positive
1986,"positive,positive",positive
1987,"positive,positive",positive
1988,"positive,positive",positive
1989,"positive,positive",positive
1990,"positive,positive",positive
1991,"neutral,positive",positive
1992,"negative,negative",negative
1993,"positive,positive",positive
1994,"negative,negative",negative
1995,"positive,positive",positive
1996,"positive,positive",positive
1997,"positive,positive",positive
1998,"positive,positive",positive
1999,"positive,positive",positive
2000,"positive,positive",positive
2001,"negative,negative",negative
2002,"negative,negative",negative
2003,"positive,positive",positive
2004,"positive,neutral",positive
2005,"neutral,neutral",neutral
2006,"positive,positive",positive
2007,"neutral,neutral",neutral
2008,"positive,positive",positive
2009,"neutral,positive",positive
2010,"neutral,positive",positive
2011,"positive,positive",positive
2012,"neutral,neutral",neutral
2013,"neutral,negative",negative
2014,"neutral,positive",positive
2015,"neutral,negative",negative
2016,"neutral,neutral",neutral
2017,"positive,positive",positive
2018,"positive,positive",positive
2019,"positive,positive",positive
2020,"neutral,positive",positive
2021,"neutral,positive",positive
2022,"neutral,positive",positive
2023,"positive,positive",positive
2024,"neutral,neutral",neutral
2025,"negative,negative",negative
2026,"negative,negative",negative
2027,"positive,positive",positive
2028,"neutral,positive",positive
2029,"negative,negative",negative
2030,"positive,positive",positive
2031,"positive,positive",positive
2032,"positive,positive",positive
2033,"positive,neutral",positive
2034,"neutral,positive",positive
2035,"positive,positive",positive
2036,"positive,positive",positive
2037,"positive,negative",positive
2038,"neutral,neutral",neutral
2039,"negative,negative",negative
2040,"neutral,negative",negative
2041,"positive,positive",positive
2042,"positive,neutral",positive
2043,"neutral,positive",positive
2044,"neutral,neutral",neutral
2045,"positive,positive",positive
2046,"neutral,positive",positive
2047,"neutral,positive",positive
2048,"neutral,positive",positive
2049,"positive,positive",positive
2050,"neutral,positive",positive
2051,"neutral,positive",positive
2052,"positive,neutral",positive
2053,"neutral,positive",positive
2054,"neutral,neutral",neutral
2055,"neutral,neutral",neutral
2056,"neutral,neutral",neutral
2057,"negative,neutral",negative
2058,"neutral,neutral",neutral
2059,"neutral,positive",positive
2060,"neutral,neutral",neutral
2061,"positive,positive",positive
2062,"negative,positive",negative
2063,"negative,neutral",negative
2064,"negative,negative",negative
2065,"positive,positive",positive
2066,"negative,positive",negative
2067,"negative,negative",negative
2068,"negative,negative",negative
2069,"negative,negative",negative
2070,"negative,negative",negative
2071,"positive,positive",positive
2072,"positive,positive",positive
2073,"negative,negative",negative
2074,"positive,positive",positive
2075,"negative,neutral",negative
2076,"positive,neutral",positive
2077,"neutral,neutral",neutral
2078,"negative,negative",negative
2079,"positive,positive",positive
2080,"positive,positive",positive
2081,"positive,positive",positive
2082,"negative,positive",negative
2083,"positive,negative",positive
2084,"positive,neutral",positive
2085,"neutral,positive",positive
2086,"neutral,positive",positive
2087,"negative,negative",negative
2088,"negative,positive",negative
2089,"neutral,positive",positive
2090,"positive,positive",positive
2091,"negative,negative",negative
2092,"positive,positive",positive
2093,"positive,positive",positive
2094,"negative,positive",negative
2095,"neutral,neutral",neutral
2096,"negative,positive",negative
2097,"positive,positive",positive
2098,"neutral,positive",positive
2099,"negative,negative",negative
2100,"negative,negative",negative
2101,"positive,positive",positive
2102,"neutral,neutral",neutral
2103,"positive,positive",positive
2104,"positive,negative",positive
2105,"negative,negative",negative
2106,"positive,positive",positive
2107,"neutral,negative",negative
2108,"positive,positive",positive
2109,"positive,positive",positive
2110,"neutral,neutral",neutral
2111,"neutral,neutral",neutral
2112,"positive,positive",positive
2113,"positive,negative",positive
2114,"negative,negative",negative
2115,"neutral,negative",negative
2116,"negative,positive",negative
2117,"positive,positive",positive
2118,"negative,negative",negative
2119,"negative,neutral",negative
2120,"negative,positive",negative
2121,"negative,positive",negative
2122,"negative,positive",negative
2123,"negative,positive",negative
2124,"negative,negative",negative
2125,"negative,negative",negative
